"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,4.4,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,5.6,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,27.7,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,31,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","MEN","Men","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,6.9,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","TOTAL","Total","2020","2020","PC","Percentage","0","Units",,,7.4,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,15.3,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,13.2,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,11.3,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,9.5,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,15.5,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,15.1,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,20.7,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,19.4,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,7.2,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,9.1,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,12.6,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,10.6,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,20.6,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,19.4,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,20.3,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,19.9,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,31.4,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,39.3,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,11.9,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,14,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,12.6,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,11.1,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,15.3,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,15.3,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,27.9,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,31.8,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,5,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,4.1,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,11.1,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,10.1,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,24.8,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,21.3,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,7.6,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,8.8,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,9.2,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,9,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,12.2,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,12.6,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,12.1,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,10.5,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,10.3,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,11.5,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,21,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,24.5,,
"SVK","Slovak Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,18.3,,
"SVK","Slovak Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,21.2,,
"ESP","Spain","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,37.1,,
"ESP","Spain","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,39.7,,
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,25.1,,
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,22.8,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,9.2,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,8,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,22.5,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,29.9,,
"GBR","United Kingdom","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,14.6,,
"GBR","United Kingdom","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,12,,
"USA","United States","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,15,,
"USA","United States","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,14.8,,
"BRA","Brazil","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,26.8,,
"BRA","Brazil","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,37.1,,
"CHL","Chile","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,22.9,,
"CHL","Chile","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,25.8,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,21.6,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,34.9,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,35.3,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,52.1,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,17.4,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,18.4,,
"IND","India","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2019","2019","PC","Percentage","0","Units",,,27.8,,
"IND","India","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2019","2019","PC","Percentage","0","Units",,,29.5,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,7.6,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,8.2,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,14.4,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,15.5,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,21.5,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,17.3,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,16.4,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,18.5,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,12.7,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,16.2,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,55.4,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,64,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","MEN","Men","1524","15-24","2020","2020","PC","Percentage","0","Units",,,14.8,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1524","15-24","2020","2020","PC","Percentage","0","Units",,,15.4,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,6.8,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,6.5,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,5.6,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,5.3,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,5.8,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,5.4,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,9.8,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,9.5,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,2.3,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,3,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,5.4,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,6,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,8.1,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,7.6,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,8.2,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,8,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,13.7,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,20,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.1,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.5,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,6.8,,
"ISL","Iceland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,6.5,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,5.3,,
"IRL","Ireland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.6,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,8.6,,
"ITA","Italy","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,10.4,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,3.1,,
"JPN","Japan","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,2.7,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4,,
"KOR","Korea","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,6.6,,
"LUX","Luxembourg","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,7,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.7,,
"MEX","Mexico","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.3,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,3.7,,
"NLD","Netherlands","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.4,,
"NZL","New Zealand","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,5.2,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.8,,
"NOR","Norway","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.2,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,3.1,,
"POL","Poland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,3.3,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,6.9,,
"PRT","Portugal","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,7.3,,
"SVK","Slovak Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,6.5,,
"SVK","Slovak Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,7.1,,
"ESP","Spain","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,14,,
"ESP","Spain","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,17.5,,
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,8.6,,
"SWE","Sweden","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,8.5,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.8,,
"CHE","Switzerland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,5.1,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,12.6,,
"TUR","Turkey","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,15.1,,
"GBR","United Kingdom","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,5,,
"GBR","United Kingdom","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.2,,
"USA","United States","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,7.9,,
"USA","United States","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,8.3,,
"BRA","Brazil","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,11.9,,
"BRA","Brazil","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,16.2,,
"CHL","Chile","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,10.9,,
"CHL","Chile","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,11.1,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,13,,
"COL","Colombia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,21,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,15.7,,
"CRI","Costa Rica","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,25.6,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,7.1,,
"EST","Estonia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,6.9,,
"IND","India","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2019","2019","PC","Percentage","0","Units",,,8.9,,
"IND","India","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2019","2019","PC","Percentage","0","Units",,,8.8,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.7,,
"ISR","Israel","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.2,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,9.4,,
"LVA","Latvia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,7.4,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,9.6,,
"LTU","Lithuania","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,8,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,5.9,,
"RUS","Russia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,5.8,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,4.5,,
"SVN","Slovenia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,5.7,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,28,,
"ZAF","South Africa","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,31.3,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","MEN","Men","1564","15-64","2020","2020","PC","Percentage","0","Units",,,7.1,,
"OAVG","OECD - Average","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","1564","15-64","2020","2020","PC","Percentage","0","Units",,,7.6,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2020","2020","PC","Percentage","0","Units",,,5.1,,
"AUS","Australia","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2020","2020","PC","Percentage","0","Units",,,5.3,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2020","2020","PC","Percentage","0","Units",,,5,,
"AUT","Austria","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2020","2020","PC","Percentage","0","Units",,,5,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2020","2020","PC","Percentage","0","Units",,,5.1,,
"BEL","Belgium","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2020","2020","PC","Percentage","0","Units",,,4.9,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2020","2020","PC","Percentage","0","Units",,,7.8,,
"CAN","Canada","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2020","2020","PC","Percentage","0","Units",,,7.8,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2020","2020","PC","Percentage","0","Units",,,2.1,,
"CZE","Czech Republic","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2020","2020","PC","Percentage","0","Units",,,2.8,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2020","2020","PC","Percentage","0","Units",,,4.2,,
"DNK","Denmark","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2020","2020","PC","Percentage","0","Units",,,5.5,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2020","2020","PC","Percentage","0","Units",,,5.9,,
"FIN","Finland","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2020","2020","PC","Percentage","0","Units",,,5.8,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2020","2020","PC","Percentage","0","Units",,,7,,
"FRA","France","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2020","2020","PC","Percentage","0","Units",,,7.1,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2020","2020","PC","Percentage","0","Units",,,13.1,,
"GRC","Greece","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2020","2020","PC","Percentage","0","Units",,,20,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","MEN","Men","2554","25-54","2020","2020","PC","Percentage","0","Units",,,3.6,,
"HUN","Hungary","EMP3","Unemployment rate, by sex and age group","WOMEN","Women","2554","25-54","2020","2020","PC","Percentage","0","Units",,,4.1,,
