"time","_geo","geo","value","unit","_unit","sex","_sex","reason","_reason","_flag"
2007,"ES","Spain",38.4,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"ES","Spain",26.2,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"ES","Spain",39.7,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"EU27_2020","European Union - 27 countries (from 2020)",37.8,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"EU27_2020","European Union - 27 countries (from 2020)",29.7,"Percentage","PC","Total","T","Family reasons","FAM","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",31.6,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"EU28","European Union - 28 countries (1993-2020)",38.8,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"EU28","European Union - 28 countries (1993-2020)",29.7,"Percentage","PC","Total","T","Family reasons","FAM","b"
2016,"EU28","European Union - 28 countries (1993-2020)",32.9,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"FI","Finland",28.7,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"FI","Finland",27,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"FI","Finland",20.7,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"FR","France",13.6,"Percentage","PC","Total","T","Family reasons","FAM","b"
2016,"FR","France",12.3,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"HR","Croatia",43,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"HR","Croatia",26.4,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"HU","Hungary",37,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"HU","Hungary",22.7,"Percentage","PC","Total","T","Family reasons","FAM","b"
2016,"HU","Hungary",26,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"IE","Ireland",43.7,"Percentage","PC","Total","T","Family reasons","FAM","b"
2007,"IT","Italy",46.6,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"IT","Italy",42.7,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"IT","Italy",43.3,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"LT","Lithuania",33.8,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"LT","Lithuania",17.1,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"LT","Lithuania",28.8,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"LU","Luxembourg",32.3,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"LU","Luxembourg",31.4,"Percentage","PC","Total","T","Family reasons","FAM","b"
2007,"LV","Latvia",36.7,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"LV","Latvia",27.4,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"LV","Latvia",30.4,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"MK","North Macedonia",42.5,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"MT","Malta",38.8,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"MT","Malta",56,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"NL","Netherlands",30.7,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"NL","Netherlands",40.6,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"NO","Norway",25.8,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"PL","Poland",28.5,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"PL","Poland",33.2,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"PL","Poland",33.5,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"PT","Portugal",35.3,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"PT","Portugal",9.9,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"PT","Portugal",32.4,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"RO","Romania",42.4,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"RO","Romania",31.9,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"RO","Romania",31.5,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"RS","Serbia",25.5,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"RS","Serbia",45.7,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"SE","Sweden",24.2,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"SE","Sweden",28.4,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"SE","Sweden",29.5,"Percentage","PC","Total","T","Family reasons","FAM","b"
2007,"SI","Slovenia",35.3,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"SI","Slovenia",29.3,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"SK","Slovakia",36.4,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"TR","Turkey",51.2,"Percentage","PC","Total","T","Family reasons","FAM",
2011,"TR","Turkey",44.7,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"TR","Turkey",59.2,"Percentage","PC","Total","T","Family reasons","FAM",
2007,"UK","United Kingdom",40.9,"Percentage","PC","Total","T","Family reasons","FAM",
2016,"UK","United Kingdom",38.9,"Percentage","PC","Total","T","Family reasons","FAM","b"
2016,"AL","Albania",16.9,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"AT","Austria",4.8,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","u"
2011,"AT","Austria",13.9,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"AT","Austria",11.2,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"BA","Bosnia and Herzegovina",12,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"BE","Belgium",11.3,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"BE","Belgium",14,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"BG","Bulgaria",10,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"BG","Bulgaria",6.4,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","u"
2016,"BG","Bulgaria",9.8,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","u"
2007,"CH","Switzerland",6.5,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"CH","Switzerland",15.2,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"CH","Switzerland",17.4,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"CY","Cyprus",6,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"CY","Cyprus",6.3,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"CY","Cyprus",7.6,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"CZ","Czech Republic",7.8,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"CZ","Czech Republic",5.5,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"CZ","Czech Republic",8.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"DE","Germany",10.4,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","u"
2011,"DE","Germany",6.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"DE","Germany",8.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"DK","Denmark",7.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"DK","Denmark",9.8,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"EA19","Euro area (19 countries)",11.2,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"EA19","Euro area (19 countries)",7.5,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","b"
2016,"EA19","Euro area (19 countries)",9.6,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"EE","Estonia",10.5,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"EE","Estonia",6.6,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"EL","Greece",8.5,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"EL","Greece",5.2,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"EL","Greece",10.6,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"ES","Spain",3.9,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"ES","Spain",3.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"ES","Spain",12.5,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"EU27_2020","European Union - 27 countries (from 2020)",10.2,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"EU27_2020","European Union - 27 countries (from 2020)",7.3,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",9.6,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"EU28","European Union - 28 countries (1993-2020)",10.8,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"EU28","European Union - 28 countries (1993-2020)",7.3,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","b"
2016,"EU28","European Union - 28 countries (1993-2020)",10,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"FI","Finland",11,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"FI","Finland",9.5,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"FI","Finland",9.2,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"FR","France",8.4,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","b"
2016,"FR","France",8.8,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"HR","Croatia",9,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"HR","Croatia",6.9,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","u"
2007,"HU","Hungary",12,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"HU","Hungary",10.8,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","b"
2016,"HU","Hungary",11.3,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"IE","Ireland",8.5,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","b"
2007,"IT","Italy",16,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"IT","Italy",7.4,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"IT","Italy",8.6,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"LT","Lithuania",9.9,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"LT","Lithuania",8.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"LT","Lithuania",9.9,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","u"
2011,"LU","Luxembourg",8.8,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"LU","Luxembourg",9.4,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","b"
2007,"LV","Latvia",9.2,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","u"
2011,"LV","Latvia",7.6,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"LV","Latvia",13.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"MK","North Macedonia",15.4,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"MT","Malta",5.7,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"MT","Malta",8.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"NL","Netherlands",17.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"NL","Netherlands",16.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"NO","Norway",10.9,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"PL","Poland",6.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"PL","Poland",4.9,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"PL","Poland",6.7,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"PT","Portugal",4.4,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"PT","Portugal",3.9,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"PT","Portugal",9.2,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"RO","Romania",9.7,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"RO","Romania",3.8,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","u"
2016,"RO","Romania",16.5,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"RS","Serbia",5.3,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"RS","Serbia",12.3,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"SE","Sweden",11.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"SE","Sweden",10.6,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"SE","Sweden",11.9,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","b"
2007,"SI","Slovenia",10.3,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"SI","Slovenia",5.2,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"SK","Slovakia",13.2,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"TR","Turkey",12.1,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2011,"TR","Turkey",6.4,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"TR","Turkey",12.7,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2007,"UK","United Kingdom",12,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE",
2016,"UK","United Kingdom",11.9,"Percentage","PC","Total","T","Health or age reasons","HLTH_AGE","b"
2016,"AL","Albania",13.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"AT","Austria",16.7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"AT","Austria",19.5,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"AT","Austria",26.7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"BA","Bosnia and Herzegovina",26.8,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"BE","Belgium",11.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"BE","Belgium",12.7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"BG","Bulgaria",13.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"BG","Bulgaria",13.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"BG","Bulgaria",16,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"CH","Switzerland",9.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"CH","Switzerland",20.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"CH","Switzerland",20.2,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"CY","Cyprus",7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"CY","Cyprus",6.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"CY","Cyprus",4.7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"CZ","Czech Republic",19,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"CZ","Czech Republic",14.6,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"CZ","Czech Republic",10,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"DE","Germany",35.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"DE","Germany",22.7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"DE","Germany",39.1,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"DK","Denmark",18.8,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"DK","Denmark",14.6,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"EA19","Euro area (19 countries)",15.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"EA19","Euro area (19 countries)",21,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"EA19","Euro area (19 countries)",26.7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"EE","Estonia",7.4,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"EE","Estonia",9.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"EL","Greece",11.4,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"EL","Greece",11.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"EL","Greece",11.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"ES","Spain",6.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"ES","Spain",20,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"ES","Spain",32.5,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"EU27_2020","European Union - 27 countries (from 2020)",18,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"EU27_2020","European Union - 27 countries (from 2020)",19.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",23.8,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"EU28","European Union - 28 countries (1993-2020)",20.5,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"EU28","European Union - 28 countries (1993-2020)",19.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"EU28","European Union - 28 countries (1993-2020)",25.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"FI","Finland",30.1,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"FI","Finland",23.6,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"FI","Finland",24.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"FR","France",35,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"FR","France",35.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"HR","Croatia",20.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"HR","Croatia",13.4,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"HU","Hungary",38.5,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"HU","Hungary",19.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"HU","Hungary",19.7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"IE","Ireland",6.8,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2007,"IT","Italy",15.7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"IT","Italy",8.7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"IT","Italy",15.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"LT","Lithuania",13.4,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"LT","Lithuania",6,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2016,"LT","Lithuania",12.6,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2011,"LU","Luxembourg",14.8,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"LU","Luxembourg",16.1,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2007,"LV","Latvia",27.8,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"LV","Latvia",20.4,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"LV","Latvia",19.1,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"MK","North Macedonia",22.6,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"MT","Malta",6.5,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"MT","Malta",11.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"NL","Netherlands",21.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"NL","Netherlands",31.5,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"NO","Norway",27.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"PL","Poland",20.6,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"PL","Poland",10.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"PL","Poland",10.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"PT","Portugal",22.5,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"PT","Portugal",4.7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"PT","Portugal",28.2,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"RO","Romania",34.8,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"RO","Romania",31.2,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"RO","Romania",17.6,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"RS","Serbia",5.3,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB","u"
2016,"RS","Serbia",23.7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"SE","Sweden",26.1,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"SE","Sweden",21.9,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"SE","Sweden",18.2,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2007,"SI","Slovenia",26.1,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"SI","Slovenia",10,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"SK","Slovakia",11.6,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"TR","Turkey",11.8,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2011,"TR","Turkey",3.6,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"TR","Turkey",7,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2007,"UK","United Kingdom",25.1,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB",
2016,"UK","United Kingdom",36,"Percentage","PC","Total","T","Lack of support from employer or public services","LSPT_EMPL_PUB","b"
2016,"AL","Albania",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"BG","Bulgaria",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"CH","Switzerland",5,"Percentage","PC","Total","T","No response","NRP",
2011,"DE","Germany",8.9,"Percentage","PC","Total","T","No response","NRP",
2016,"DE","Germany",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"DK","Denmark",3.5,"Percentage","PC","Total","T","No response","NRP",
2007,"EA19","Euro area (19 countries)",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"EA19","Euro area (19 countries)",1.9,"Percentage","PC","Total","T","No response","NRP","b"
2016,"EA19","Euro area (19 countries)",0.1,"Percentage","PC","Total","T","No response","NRP","u"
2007,"EL","Greece",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"EL","Greece",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"ES","Spain",2.3,"Percentage","PC","Total","T","No response","NRP",
2016,"ES","Spain",,"Percentage","PC","Total","T","No response","NRP","u"
2007,"EU27_2020","European Union - 27 countries (from 2020)",0.6,"Percentage","PC","Total","T","No response","NRP",
2011,"EU27_2020","European Union - 27 countries (from 2020)",1.6,"Percentage","PC","Total","T","No response","NRP","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",0.3,"Percentage","PC","Total","T","No response","NRP",
2007,"EU28","European Union - 28 countries (1993-2020)",0.5,"Percentage","PC","Total","T","No response","NRP",
2011,"EU28","European Union - 28 countries (1993-2020)",1.6,"Percentage","PC","Total","T","No response","NRP","b"
2016,"EU28","European Union - 28 countries (1993-2020)",0.3,"Percentage","PC","Total","T","No response","NRP",
2016,"FR","France",,"Percentage","PC","Total","T","No response","NRP","u"
2007,"HR","Croatia",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"LU","Luxembourg",2.2,"Percentage","PC","Total","T","No response","NRP","u"
2016,"LU","Luxembourg",,"Percentage","PC","Total","T","No response","NRP","bu"
2007,"LV","Latvia",,"Percentage","PC","Total","T","No response","NRP","u"
2007,"NO","Norway",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"PL","Poland",0.9,"Percentage","PC","Total","T","No response","NRP","u"
2016,"PL","Poland",1,"Percentage","PC","Total","T","No response","NRP","u"
2007,"RO","Romania",14.8,"Percentage","PC","Total","T","No response","NRP",
2011,"RO","Romania",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"RS","Serbia",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"SE","Sweden",,"Percentage","PC","Total","T","No response","NRP","bu"
2007,"UK","United Kingdom",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"UK","United Kingdom",,"Percentage","PC","Total","T","No response","NRP","bu"
2016,"AL","Albania",22.5,"Percentage","PC","Total","T","Other reasons","OTH",
2007,"AT","Austria",11.6,"Percentage","PC","Total","T","Other reasons","OTH",
2011,"AT","Austria",16.5,"Percentage","PC","Total","T","Other reasons","OTH",
2016,"AT","Austria",15.4,"Percentage","PC","Total","T","Other reasons","OTH",
2016,"BA","Bosnia and Herzegovina",11.8,"Percentage","PC","Total","T","Other reasons","OTH",
2011,"BE","Belgium",23.8,"Percentage","PC","Total","T","Other reasons","OTH",
2016,"BE","Belgium",14.7,"Percentage","PC","Total","T","Other reasons","OTH",
