"time","_geo","geo","value","unit","_unit","sex","_sex","training","_training","_flag"
2011,"EU28","European Union - 28 countries (1993-2020)",42.5,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE","b"
2016,"EU28","European Union - 28 countries (1993-2020)",35.4,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"FI","Finland",51.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"FI","Finland",53.6,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"FI","Finland",52.3,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"FR","France",39.9,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE","b"
2016,"FR","France",40.6,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"HR","Croatia",48.6,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"HR","Croatia",37.4,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"HU","Hungary",32.9,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"HU","Hungary",22.7,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE","b"
2016,"HU","Hungary",18,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"IE","Ireland",33.7,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"IE","Ireland",41.1,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE","b"
2007,"IT","Italy",26.6,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"IT","Italy",33.9,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"IT","Italy",25.5,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"LT","Lithuania",29.4,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"LT","Lithuania",25.6,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"LT","Lithuania",21.8,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"LU","Luxembourg",58.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"LU","Luxembourg",61.1,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE","b"
2007,"LV","Latvia",41.3,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"LV","Latvia",46.3,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"LV","Latvia",39.9,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"MK","North Macedonia",39.3,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"MT","Malta",49.8,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"MT","Malta",42.8,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"NL","Netherlands",76.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"NL","Netherlands",45.4,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"NL","Netherlands",54.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"NO","Norway",35.6,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"NO","Norway",46.6,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"PL","Poland",42.8,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"PL","Poland",39.5,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"PL","Poland",37.7,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"PT","Portugal",39.6,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"PT","Portugal",48,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"PT","Portugal",42.1,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"RO","Romania",60.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"RO","Romania",13.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"RO","Romania",24.3,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"RS","Serbia",39.7,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"RS","Serbia",44.1,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"SE","Sweden",40.4,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"SE","Sweden",40.4,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"SE","Sweden",46.1,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE","b"
2007,"SI","Slovenia",38.8,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"SI","Slovenia",38.6,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"SI","Slovenia",56.2,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"SK","Slovakia",50.8,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"SK","Slovakia",42.1,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"SK","Slovakia",34.3,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"TR","Turkey",30,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"TR","Turkey",27.1,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"TR","Turkey",19.7,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2007,"UK","United Kingdom",64.1,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2011,"UK","United Kingdom",83.6,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE",
2016,"UK","United Kingdom",35.5,"Percentage","PC","Total","T","Formal and non-formal education and training","FE_NFE","b"
2016,"AL","Albania",5.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"AT","Austria",23.1,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"AT","Austria",14.6,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"AT","Austria",15.7,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"BA","Bosnia and Herzegovina",4.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"BE","Belgium",30.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"BE","Belgium",17.8,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"BG","Bulgaria",28.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"BG","Bulgaria",14,"Percentage","PC","Total","T","Informal learning only","INF_ONL","u"
2016,"BG","Bulgaria",3.5,"Percentage","PC","Total","T","Informal learning only","INF_ONL","u"
2011,"CH","Switzerland",28.5,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"CH","Switzerland",28.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"CY","Cyprus",17.4,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"CY","Cyprus",9.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"CY","Cyprus",7.4,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"CZ","Czech Republic",21.8,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"CZ","Czech Republic",8.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"DE","Germany",17.5,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"DE","Germany",20,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"DE","Germany",18.4,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"DK","Denmark",29.8,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"DK","Denmark",31.6,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"EA19","Euro area (19 countries)",20.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"EA19","Euro area (19 countries)",22.4,"Percentage","PC","Total","T","Informal learning only","INF_ONL","b"
2016,"EA19","Euro area (19 countries)",16.9,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"EE","Estonia",20.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"EE","Estonia",23.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"EL","Greece",17.4,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"EL","Greece",14.6,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"EL","Greece",6.9,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"ES","Spain",40.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"ES","Spain",45.5,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"ES","Spain",35,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"EU27_2020","European Union - 27 countries (from 2020)",22.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"EU27_2020","European Union - 27 countries (from 2020)",21.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",15.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"EU28","European Union - 28 countries (1993-2020)",27.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"EU28","European Union - 28 countries (1993-2020)",30.5,"Percentage","PC","Total","T","Informal learning only","INF_ONL","b"
2016,"EU28","European Union - 28 countries (1993-2020)",16.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"FI","Finland",39,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"FI","Finland",42.5,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"FI","Finland",42.1,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"FR","France",24.1,"Percentage","PC","Total","T","Informal learning only","INF_ONL","b"
2016,"FR","France",17.6,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"HR","Croatia",27,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"HR","Croatia",10,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"HU","Hungary",15.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"HU","Hungary",20.1,"Percentage","PC","Total","T","Informal learning only","INF_ONL","b"
2016,"HU","Hungary",10.7,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"IE","Ireland",41.8,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"IE","Ireland",18.1,"Percentage","PC","Total","T","Informal learning only","INF_ONL","b"
2007,"IT","Italy",9.8,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"IT","Italy",16.6,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"IT","Italy",8.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"LT","Lithuania",16,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"LT","Lithuania",28.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"LT","Lithuania",16.1,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"LU","Luxembourg",28.6,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"LU","Luxembourg",24.6,"Percentage","PC","Total","T","Informal learning only","INF_ONL","b"
2007,"LV","Latvia",19.4,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"LV","Latvia",24.8,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"LV","Latvia",13.9,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"MK","North Macedonia",6.1,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"MT","Malta",27.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"MT","Malta",10.8,"Percentage","PC","Total","T","Informal learning only","INF_ONL","u"
2011,"NL","Netherlands",32.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"NL","Netherlands",18.5,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"NO","Norway",15,"Percentage","PC","Total","T","Informal learning only","INF_ONL","u"
2016,"NO","Norway",22.5,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"PL","Poland",32.9,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"PL","Poland",16.5,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"PL","Poland",14.4,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"PT","Portugal",20.8,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"PT","Portugal",16.8,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"PT","Portugal",13.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"RO","Romania",38.4,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"RO","Romania",6.1,"Percentage","PC","Total","T","Informal learning only","INF_ONL","u"
2016,"RO","Romania",4.7,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"RS","Serbia",18.7,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"RS","Serbia",10.1,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"SE","Sweden",23.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"SE","Sweden",17.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"SE","Sweden",30.1,"Percentage","PC","Total","T","Informal learning only","INF_ONL","b"
2007,"SI","Slovenia",22,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"SI","Slovenia",20.4,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"SI","Slovenia",27,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"SK","Slovakia",31.5,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"SK","Slovakia",21.5,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"SK","Slovakia",13,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"TR","Turkey",12.8,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"TR","Turkey",14.4,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"TR","Turkey",5.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2007,"UK","United Kingdom",55.2,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2011,"UK","United Kingdom",80.3,"Percentage","PC","Total","T","Informal learning only","INF_ONL",
2016,"UK","United Kingdom",24.4,"Percentage","PC","Total","T","Informal learning only","INF_ONL","b"
2016,"AL","Albania",,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2007,"AT","Austria",6.6,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"AT","Austria",4.1,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"AT","Austria",8,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"BA","Bosnia and Herzegovina",,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2007,"BE","Belgium",6.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"BE","Belgium",6,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2007,"BG","Bulgaria",2.7,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"BG","Bulgaria",2.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"BG","Bulgaria",1.1,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2011,"CH","Switzerland",13.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"CH","Switzerland",8.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2007,"CY","Cyprus",3.8,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2011,"CY","Cyprus",,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2016,"CY","Cyprus",,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2011,"CZ","Czech Republic",5.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"CZ","Czech Republic",1.8,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2007,"DE","Germany",5.7,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"DE","Germany",6.4,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"DE","Germany",4.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"DK","Denmark",15.6,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"DK","Denmark",12.7,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2007,"EA19","Euro area (19 countries)",4.8,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"EA19","Euro area (19 countries)",8.2,"Percentage","PC","Total","T","No learning activity","NO_LEARN","b"
2016,"EA19","Euro area (19 countries)",5.2,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"EE","Estonia",7.7,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"EE","Estonia",7.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2007,"EL","Greece",3.1,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"EL","Greece",4.3,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"EL","Greece",1.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2007,"ES","Spain",6.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"ES","Spain",11.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"ES","Spain",6.8,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2007,"EU27_2020","European Union - 27 countries (from 2020)",4.8,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"EU27_2020","European Union - 27 countries (from 2020)",6.7,"Percentage","PC","Total","T","No learning activity","NO_LEARN","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",4.4,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2007,"EU28","European Union - 28 countries (1993-2020)",7.6,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"EU28","European Union - 28 countries (1993-2020)",11.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN","b"
2016,"EU28","European Union - 28 countries (1993-2020)",4.6,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2007,"FI","Finland",17.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"FI","Finland",19.8,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"FI","Finland",17.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"FR","France",11.8,"Percentage","PC","Total","T","No learning activity","NO_LEARN","b"
2016,"FR","France",8,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2007,"HR","Croatia",3.8,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"HR","Croatia",,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2007,"HU","Hungary",2.2,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"HU","Hungary",3.2,"Percentage","PC","Total","T","No learning activity","NO_LEARN","b"
2016,"HU","Hungary",2.4,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2011,"IE","Ireland",12.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"IE","Ireland",9.2,"Percentage","PC","Total","T","No learning activity","NO_LEARN","b"
2007,"IT","Italy",2,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"IT","Italy",4.1,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"IT","Italy",2,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2007,"LT","Lithuania",4.3,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"LT","Lithuania",3.7,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"LT","Lithuania",3.4,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"LU","Luxembourg",11.3,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"LU","Luxembourg",6.7,"Percentage","PC","Total","T","No learning activity","NO_LEARN","b"
2007,"LV","Latvia",7.2,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2011,"LV","Latvia",9,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"LV","Latvia",3.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2016,"MK","North Macedonia",0.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2011,"MT","Malta",5.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"MT","Malta",3.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2011,"NL","Netherlands",12.7,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"NL","Netherlands",10.1,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2011,"NO","Norway",8.3,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"NO","Norway",8.7,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2007,"PL","Poland",6.1,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"PL","Poland",3.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"PL","Poland",3.2,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2007,"PT","Portugal",3.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"PT","Portugal",4.2,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"PT","Portugal",3.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2007,"RO","Romania",4,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"RO","Romania",0.8,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"RO","Romania",1,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2011,"RS","Serbia",3.6,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"RS","Serbia",,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2007,"SE","Sweden",10.7,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2011,"SE","Sweden",9.1,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2016,"SE","Sweden",12,"Percentage","PC","Total","T","No learning activity","NO_LEARN","bu"
2007,"SI","Slovenia",6.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"SI","Slovenia",5.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"SI","Slovenia",12.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2007,"SK","Slovakia",9.3,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"SK","Slovakia",7,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"SK","Slovakia",3.8,"Percentage","PC","Total","T","No learning activity","NO_LEARN","u"
2007,"TR","Turkey",3.8,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"TR","Turkey",2.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"TR","Turkey",1.5,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2007,"UK","United Kingdom",35.7,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2011,"UK","United Kingdom",56.2,"Percentage","PC","Total","T","No learning activity","NO_LEARN",
2016,"UK","United Kingdom",6.9,"Percentage","PC","Total","T","No learning activity","NO_LEARN","b"
2016,"AL","Albania",,"Percentage","PC","Total","T","No response","NRP","u"
2007,"AT","Austria",0.5,"Percentage","PC","Total","T","No response","NRP","u"
2011,"AT","Austria",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"BE","Belgium",0.6,"Percentage","PC","Total","T","No response","NRP","u"
2016,"BE","Belgium",28.5,"Percentage","PC","Total","T","No response","NRP",
2011,"BG","Bulgaria",0.8,"Percentage","PC","Total","T","No response","NRP","u"
2016,"BG","Bulgaria",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"CH","Switzerland",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"CH","Switzerland",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"CZ","Czech Republic",,"Percentage","PC","Total","T","No response","NRP","u"
2007,"DE","Germany",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"DE","Germany",0.3,"Percentage","PC","Total","T","No response","NRP","u"
2016,"DE","Germany",0.3,"Percentage","PC","Total","T","No response","NRP","u"
2007,"EA19","Euro area (19 countries)",1.6,"Percentage","PC","Total","T","No response","NRP",
2011,"EA19","Euro area (19 countries)",0.2,"Percentage","PC","Total","T","No response","NRP","b"
2016,"EA19","Euro area (19 countries)",1.4,"Percentage","PC","Total","T","No response","NRP",
2011,"EE","Estonia",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"EE","Estonia",,"Percentage","PC","Total","T","No response","NRP","u"
2007,"EL","Greece",0.5,"Percentage","PC","Total","T","No response","NRP","u"
2011,"EL","Greece",0.7,"Percentage","PC","Total","T","No response","NRP","u"
2016,"EL","Greece",,"Percentage","PC","Total","T","No response","NRP","u"
2007,"ES","Spain",0.1,"Percentage","PC","Total","T","No response","NRP","u"
2011,"ES","Spain",0.2,"Percentage","PC","Total","T","No response","NRP","u"
2016,"ES","Spain",1.8,"Percentage","PC","Total","T","No response","NRP",
2007,"EU27_2020","European Union - 27 countries (from 2020)",1.3,"Percentage","PC","Total","T","No response","NRP",
2011,"EU27_2020","European Union - 27 countries (from 2020)",0.2,"Percentage","PC","Total","T","No response","NRP","b"
2016,"EU27_2020","European Union - 27 countries (from 2020)",1.1,"Percentage","PC","Total","T","No response","NRP",
2007,"EU28","European Union - 28 countries (1993-2020)",1.1,"Percentage","PC","Total","T","No response","NRP",
2011,"EU28","European Union - 28 countries (1993-2020)",0.2,"Percentage","PC","Total","T","No response","NRP","b"
2016,"EU28","European Union - 28 countries (1993-2020)",1,"Percentage","PC","Total","T","No response","NRP",
2007,"FI","Finland",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"FI","Finland",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"FI","Finland",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"FR","France",,"Percentage","PC","Total","T","No response","NRP","bu"
2016,"FR","France",,"Percentage","PC","Total","T","No response","NRP","u"
2007,"HR","Croatia",1.2,"Percentage","PC","Total","T","No response","NRP","u"
2016,"HU","Hungary",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"IE","Ireland",5.3,"Percentage","PC","Total","T","No response","NRP",
2007,"IT","Italy",4.1,"Percentage","PC","Total","T","No response","NRP",
2011,"IT","Italy",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"LT","Lithuania",,"Percentage","PC","Total","T","No response","NRP","u"
2011,"LU","Luxembourg",0.7,"Percentage","PC","Total","T","No response","NRP","u"
2016,"LU","Luxembourg",1.1,"Percentage","PC","Total","T","No response","NRP","bu"
2007,"LV","Latvia",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"LV","Latvia",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"MT","Malta",,"Percentage","PC","Total","T","No response","NRP","u"
2007,"NL","Netherlands",8.9,"Percentage","PC","Total","T","No response","NRP",
2011,"NL","Netherlands",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"NL","Netherlands",1.1,"Percentage","PC","Total","T","No response","NRP","u"
2011,"NO","Norway",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"NO","Norway",2.4,"Percentage","PC","Total","T","No response","NRP",
2011,"PL","Poland",,"Percentage","PC","Total","T","No response","NRP","u"
2016,"PL","Poland",,"Percentage","PC","Total","T","No response","NRP","u"
2007,"RO","Romania",1.1,"Percentage","PC","Total","T","No response","NRP",
