"time","_geo","geo","value","unit","_unit","age","_age","wstatus","_wstatus","sex","_sex","deg_urb","_deg_urb","_flag"
2013,"CH","Switzerland",5.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"CH","Switzerland",5.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"CH","Switzerland",5.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"CH","Switzerland",4.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"CH","Switzerland",4.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"CH","Switzerland",4.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"CH","Switzerland",4.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"CH","Switzerland",4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2000,"CY","Cyprus",18.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2001,"CY","Cyprus",17.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"CY","Cyprus",15.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"CY","Cyprus",17.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"CY","Cyprus",20.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"CY","Cyprus",18.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"CY","Cyprus",14.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2007,"CY","Cyprus",12.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"CY","Cyprus",13.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"CY","Cyprus",11.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2010,"CY","Cyprus",12.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"CY","Cyprus",11.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"CY","Cyprus",11.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"CY","Cyprus",9.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"CY","Cyprus",6.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"CY","Cyprus",5.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"CY","Cyprus",7.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"CY","Cyprus",8.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"CY","Cyprus",7.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"CY","Cyprus",9.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"CY","Cyprus",11.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"CZ","Czechia",5.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"CZ","Czechia",6.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"CZ","Czechia",6.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"CZ","Czechia",6.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"CZ","Czechia",5.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2007,"CZ","Czechia",5.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"CZ","Czechia",5.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"CZ","Czechia",5.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"CZ","Czechia",4.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"CZ","Czechia",4.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2012,"CZ","Czechia",5.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"CZ","Czechia",5.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2014,"CZ","Czechia",5.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"CZ","Czechia",6.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"CZ","Czechia",6.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"CZ","Czechia",6.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"CZ","Czechia",6.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"CZ","Czechia",6.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"CZ","Czechia",7.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2000,"DE","Germany",14.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","u"
2001,"DE","Germany",12.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"DE","Germany",12.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"DE","Germany",12.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"DE","Germany",12.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"DE","Germany",13.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2006,"DE","Germany",13.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2007,"DE","Germany",12.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"DE","Germany",11.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2009,"DE","Germany",11.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"DE","Germany",11.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2011,"DE","Germany",11.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"DE","Germany",10.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"DE","Germany",9.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"DE","Germany",9.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"DE","Germany",10.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"DE","Germany",10.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"DE","Germany",10.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"DE","Germany",10.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"DE","Germany",10.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"DE","Germany",10.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","bp"
2000,"DK","Denmark",11.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2001,"DK","Denmark",9.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"DK","Denmark",9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"DK","Denmark",10.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"DK","Denmark",8.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"DK","Denmark",8.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"DK","Denmark",9.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2007,"DK","Denmark",12.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2008,"DK","Denmark",12.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2009,"DK","Denmark",11.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"DK","Denmark",11.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"DK","Denmark",10.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"DK","Denmark",9.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"DK","Denmark",8.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"DK","Denmark",8.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"DK","Denmark",8.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"DK","Denmark",7.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2017,"DK","Denmark",8.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2018,"DK","Denmark",10.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"DK","Denmark",9.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"DK","Denmark",9.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2000,"EA19","Euro area (19 countries)",19.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2001,"EA19","Euro area (19 countries)",19,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"EA19","Euro area (19 countries)",18.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"EA19","Euro area (19 countries)",18.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"EA19","Euro area (19 countries)",17.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"EA19","Euro area (19 countries)",17.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"EA19","Euro area (19 countries)",17.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2007,"EA19","Euro area (19 countries)",16.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"EA19","Euro area (19 countries)",16.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"EA19","Euro area (19 countries)",15.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"EA19","Euro area (19 countries)",15.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"EA19","Euro area (19 countries)",14.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"EA19","Euro area (19 countries)",13.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"EA19","Euro area (19 countries)",12.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"EA19","Euro area (19 countries)",11.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"EA19","Euro area (19 countries)",11.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"EA19","Euro area (19 countries)",11.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"EA19","Euro area (19 countries)",10.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"EA19","Euro area (19 countries)",11,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"EA19","Euro area (19 countries)",10.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"EA19","Euro area (19 countries)",10.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2000,"EE","Estonia",15.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2001,"EE","Estonia",14.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"EE","Estonia",13.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"EE","Estonia",13.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"EE","Estonia",13.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"EE","Estonia",14,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"EE","Estonia",13.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2007,"EE","Estonia",14.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"EE","Estonia",14,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"EE","Estonia",13.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2010,"EE","Estonia",11,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"EE","Estonia",10.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"EE","Estonia",10.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"EE","Estonia",9.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"EE","Estonia",12,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"EE","Estonia",12.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"EE","Estonia",10.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"EE","Estonia",10.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"EE","Estonia",11.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"EE","Estonia",9.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"EE","Estonia",7.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2000,"EL","Greece",18.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2001,"EL","Greece",16.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2002,"EL","Greece",16.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"EL","Greece",15.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"EL","Greece",14.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2005,"EL","Greece",13.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"EL","Greece",15.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2007,"EL","Greece",14.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"EL","Greece",14.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2009,"EL","Greece",14.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2010,"EL","Greece",13.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"EL","Greece",12.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"EL","Greece",11.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"EL","Greece",10.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"EL","Greece",9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"EL","Greece",7.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"EL","Greece",6.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"EL","Greece",6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"EL","Greece",4.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"EL","Greece",4.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"EL","Greece",3.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2000,"ES","Spain",29.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2001,"ES","Spain",29.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"ES","Spain",30.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"ES","Spain",31.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"ES","Spain",32.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"ES","Spain",31,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2006,"ES","Spain",30.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2007,"ES","Spain",30.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"ES","Spain",31.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"ES","Spain",30.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"ES","Spain",28.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"ES","Spain",26.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"ES","Spain",24.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"ES","Spain",23.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"ES","Spain",21.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"ES","Spain",20,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"ES","Spain",19,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"ES","Spain",18.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"ES","Spain",17.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"ES","Spain",17.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"ES","Spain",16,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2000,"EU15","European Union - 15 countries (1995-2004)",19.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2001,"EU15","European Union - 15 countries (1995-2004)",18.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"EU15","European Union - 15 countries (1995-2004)",18.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"EU15","European Union - 15 countries (1995-2004)",18.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"EU15","European Union - 15 countries (1995-2004)",17.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"EU15","European Union - 15 countries (1995-2004)",17.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"EU15","European Union - 15 countries (1995-2004)",17.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2007,"EU15","European Union - 15 countries (1995-2004)",16.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"EU15","European Union - 15 countries (1995-2004)",16.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"EU15","European Union - 15 countries (1995-2004)",15.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"EU15","European Union - 15 countries (1995-2004)",15.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"EU15","European Union - 15 countries (1995-2004)",14.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"EU15","European Union - 15 countries (1995-2004)",13.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"EU15","European Union - 15 countries (1995-2004)",12.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"EU15","European Union - 15 countries (1995-2004)",11.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"EU15","European Union - 15 countries (1995-2004)",11.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"EU15","European Union - 15 countries (1995-2004)",11.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"EU15","European Union - 15 countries (1995-2004)",10.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"EU15","European Union - 15 countries (1995-2004)",10.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"EU15","European Union - 15 countries (1995-2004)",10.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"EU27_2020","European Union - 27 countries (from 2020)",16.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"EU27_2020","European Union - 27 countries (from 2020)",16.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"EU27_2020","European Union - 27 countries (from 2020)",16,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"EU27_2020","European Union - 27 countries (from 2020)",15.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"EU27_2020","European Union - 27 countries (from 2020)",15.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2007,"EU27_2020","European Union - 27 countries (from 2020)",14.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"EU27_2020","European Union - 27 countries (from 2020)",14.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"EU27_2020","European Union - 27 countries (from 2020)",14,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"EU27_2020","European Union - 27 countries (from 2020)",13.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"EU27_2020","European Union - 27 countries (from 2020)",13.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"EU27_2020","European Union - 27 countries (from 2020)",12.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"EU27_2020","European Union - 27 countries (from 2020)",11.8,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"EU27_2020","European Union - 27 countries (from 2020)",11.1,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"EU27_2020","European Union - 27 countries (from 2020)",11,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"EU27_2020","European Union - 27 countries (from 2020)",10.6,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"EU27_2020","European Union - 27 countries (from 2020)",10.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"EU27_2020","European Union - 27 countries (from 2020)",10.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"EU27_2020","European Union - 27 countries (from 2020)",10.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2020,"EU27_2020","European Union - 27 countries (from 2020)",9.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2002,"EU28","European Union - 28 countries (1993-2020)",17,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2003,"EU28","European Union - 28 countries (1993-2020)",16.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2004,"EU28","European Union - 28 countries (1993-2020)",16,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2005,"EU28","European Union - 28 countries (1993-2020)",15.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2006,"EU28","European Union - 28 countries (1993-2020)",15.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2007,"EU28","European Union - 28 countries (1993-2020)",14.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2008,"EU28","European Union - 28 countries (1993-2020)",14.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2009,"EU28","European Union - 28 countries (1993-2020)",14.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2010,"EU28","European Union - 28 countries (1993-2020)",13.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2011,"EU28","European Union - 28 countries (1993-2020)",13.4,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2012,"EU28","European Union - 28 countries (1993-2020)",12.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2013,"EU28","European Union - 28 countries (1993-2020)",11.9,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2014,"EU28","European Union - 28 countries (1993-2020)",11.2,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL","b"
2015,"EU28","European Union - 28 countries (1993-2020)",11,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2016,"EU28","European Union - 28 countries (1993-2020)",10.7,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2017,"EU28","European Union - 28 countries (1993-2020)",10.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2018,"EU28","European Union - 28 countries (1993-2020)",10.5,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
2019,"EU28","European Union - 28 countries (1993-2020)",10.3,"Percentage","PC","18-24","Y18-24","Population","POP","Total","T","Total","TOTAL",
